DCD,Treatment,Activity
4/20/2016,Control,18.232
4/20/2016,Control,18.981
4/20/2016,Control,21.714
4/20/2016,Hairy_Vetch,58.74
4/20/2016,Hairy_Vetch,52.513
4/20/2016,Hairy_Vetch,56.849
4/20/2016,Hairy_Vetch,13.405
4/20/2016,Hairy_Vetch,17.045
4/20/2016,Hairy_Vetch,20.21
5/5/2016,Hairy_Vetch,53.884
5/5/2016,Hairy_Vetch,50.923
5/5/2016,Hairy_Vetch,58.714
5/5/2016,Hairy_Vetch,56.152
5/5/2016,Hairy_Vetch,55.817
5/5/2016,Hairy_Vetch,59.576
5/5/2016,Mixture,68.816
5/5/2016,Mixture,63.33
5/5/2016,Mixture,60.973
5/5/2016,Mixture,50.816
5/5/2016,Mixture,41.333
5/5/2016,Mixture,50.252
5/5/2016,Control,48.55
5/5/2016,Control,45.329
5/5/2016,Control,50.342
5/5/2016,Control,61.237
5/5/2016,Control,62.291
5/5/2016,Control,65.964
5/5/2016,Cereal_Rye,62.731
5/5/2016,Cereal_Rye,58.685
5/5/2016,Cereal_Rye,48.756
5/5/2016,Cereal_Rye,63.855
5/5/2016,Cereal_Rye,74.382
5/5/2016,Cereal_Rye,69.338
5/5/2016,Control,40.884
5/5/2016,Control,44.015
5/5/2016,Control,42.753
5/5/2016,Control,45.216
5/5/2016,Control,44.587
5/5/2016,Control,38.836
5/5/2016,Cereal_Rye,47.054
5/5/2016,Cereal_Rye,45.762
5/5/2016,Cereal_Rye,48.805
5/5/2016,Cereal_Rye,62.672
5/5/2016,Cereal_Rye,57.867
5/5/2016,Cereal_Rye,59.433
5/5/2016,Hairy_Vetch,54.156
5/5/2016,Hairy_Vetch,53.789
5/5/2016,Hairy_Vetch,60.454
5/5/2016,Hairy_Vetch,58.914
5/5/2016,Hairy_Vetch,55.566
5/5/2016,Hairy_Vetch,52.863
5/5/2016,Mixture,53.723
5/5/2016,Mixture,47.861
5/5/2016,Mixture,50.426
5/5/2016,Mixture,71.086
5/5/2016,Mixture,71.621
5/5/2016,Mixture,69.457
5/5/2016,Cereal_Rye,51.755
5/5/2016,Cereal_Rye,55.13
5/5/2016,Cereal_Rye,54.616
5/5/2016,Cereal_Rye,67.703
5/5/2016,Cereal_Rye,70.564
5/5/2016,Cereal_Rye,62.461
5/5/2016,Mixture,54.02
5/5/2016,Mixture,60.887
5/5/2016,Mixture,66.403
5/5/2016,Mixture,53.898
5/5/2016,Mixture,58.09
5/5/2016,Mixture,53.347
5/5/2016,Control,40.003
5/5/2016,Control,39.793
5/5/2016,Control,37.536
5/5/2016,Control,32.243
5/5/2016,Control,28.057
5/5/2016,Control,28.213
5/5/2016,Hairy_Vetch,57.735
5/5/2016,Hairy_Vetch,59.097
5/5/2016,Hairy_Vetch,58.878
5/5/2016,Hairy_Vetch,62.222
5/5/2016,Hairy_Vetch,55.85
5/5/2016,Hairy_Vetch,41.059
5/23/2016,Hairy_Vetch,43.681
5/23/2016,Hairy_Vetch,42.444
5/23/2016,Hairy_Vetch,44.137
5/23/2016,Hairy_Vetch,44.554
5/23/2016,Hairy_Vetch,45.48
5/23/2016,Hairy_Vetch,54.501
5/23/2016,Mixture,50.394
5/23/2016,Mixture,70.199
5/23/2016,Mixture,46.575
5/23/2016,Mixture,61.407
5/23/2016,Mixture,62.288
5/23/2016,Mixture,56.394
5/23/2016,Control,58.178
5/23/2016,Control,57.273
5/23/2016,Control,60.357
5/23/2016,Control,65.017
5/23/2016,Control,60.49
5/23/2016,Control,62.917
5/23/2016,Cereal_Rye,54.65
5/23/2016,Cereal_Rye,57.69
5/23/2016,Cereal_Rye,62.178
5/23/2016,Cereal_Rye,64.789
5/23/2016,Cereal_Rye,47.059
5/23/2016,Cereal_Rye,57.679
5/23/2016,Control,45.558
5/23/2016,Control,46.678
5/23/2016,Control,47.383
5/23/2016,Control,56.076
5/23/2016,Control,54.608
5/23/2016,Control,60.254
5/23/2016,Cereal_Rye,54.802
5/23/2016,Cereal_Rye,72.88
5/23/2016,Cereal_Rye,62.984
5/23/2016,Cereal_Rye,62.21
5/23/2016,Cereal_Rye,65.837
5/23/2016,Cereal_Rye,60.153
5/23/2016,Hairy_Vetch,55.601
5/23/2016,Hairy_Vetch,58.872
5/23/2016,Hairy_Vetch,55.178
5/23/2016,Hairy_Vetch,60.503
5/23/2016,Hairy_Vetch,60.941
5/23/2016,Hairy_Vetch,56.593
5/23/2016,Mixture,55.74
5/23/2016,Mixture,55.086
5/23/2016,Mixture,61.372
5/23/2016,Mixture,65.862
5/23/2016,Mixture,66.6
5/23/2016,Mixture,62.983
5/23/2016,Cereal_Rye,49.722
5/23/2016,Cereal_Rye,53.321
5/23/2016,Cereal_Rye,48.128
5/23/2016,Cereal_Rye,69.665
5/23/2016,Cereal_Rye,71.923
5/23/2016,Cereal_Rye,64.691
5/23/2016,Mixture,67.173
5/23/2016,Mixture,71.806
5/23/2016,Mixture,75.115
5/23/2016,Mixture,63.057
5/23/2016,Mixture,65.393
5/23/2016,Mixture,63.552
5/23/2016,Control,56.609
5/23/2016,Control,55.56
5/23/2016,Control,51.509
5/23/2016,Control,39.791
5/23/2016,Control,37.053
5/23/2016,Control,43.844
5/23/2016,Hairy_Vetch,38.909
5/23/2016,Hairy_Vetch,37.075
5/23/2016,Hairy_Vetch,38.444
5/23/2016,Hairy_Vetch,34.942
5/23/2016,Hairy_Vetch,32.6
5/23/2016,Hairy_Vetch,37.525
6/6/2016,Hairy_Vetch,51.178
6/6/2016,Hairy_Vetch,47.819
6/6/2016,Hairy_Vetch,51.938
6/6/2016,Hairy_Vetch,62.528
6/6/2016,Hairy_Vetch,59.964
6/6/2016,Hairy_Vetch,61.294
6/6/2016,Mixture,55.389
6/6/2016,Mixture,52.455
6/6/2016,Mixture,47.438
6/6/2016,Mixture,53.03
6/6/2016,Mixture,62.334
6/6/2016,Mixture,57.637
6/6/2016,Control,68.334
6/6/2016,Control,58.317
6/6/2016,Control,56.613
6/6/2016,Control,68.486
6/6/2016,Control,105.473
6/6/2016,Control,67.119
6/6/2016,Cereal_Rye,67.127
6/6/2016,Cereal_Rye,89.135
6/6/2016,Cereal_Rye,79.285
6/6/2016,Cereal_Rye,86.323
6/6/2016,Cereal_Rye,91.356
6/6/2016,Cereal_Rye,98.439
6/6/2016,Control,59.924
6/6/2016,Control,59.879
6/6/2016,Control,62.345
6/6/2016,Control,72.467
6/6/2016,Control,55.904
6/6/2016,Control,46.092
6/6/2016,Cereal_Rye,64.996
6/6/2016,Cereal_Rye,65.289
6/6/2016,Cereal_Rye,71.416
6/6/2016,Cereal_Rye,66.278
6/6/2016,Cereal_Rye,72.204
6/6/2016,Cereal_Rye,66.117
6/6/2016,Hairy_Vetch,54.071
6/6/2016,Hairy_Vetch,57.899
6/6/2016,Hairy_Vetch,62.608
6/6/2016,Hairy_Vetch,56.446
6/6/2016,Hairy_Vetch,56.207
6/6/2016,Hairy_Vetch,50.227
6/6/2016,Mixture,63.307
6/6/2016,Mixture,55.983
6/6/2016,Mixture,57.121
6/6/2016,Mixture,67.722
6/6/2016,Mixture,66.148
6/6/2016,Mixture,64.251
6/6/2016,Cereal_Rye,62.257
6/6/2016,Cereal_Rye,53.755
6/6/2016,Cereal_Rye,63.75
6/6/2016,Cereal_Rye,70.906
6/6/2016,Cereal_Rye,72.867
6/6/2016,Cereal_Rye,76.675
6/6/2016,Mixture,64.09
6/6/2016,Mixture,59.32
6/6/2016,Mixture,55.594
6/6/2016,Mixture,61.623
6/6/2016,Mixture,76.356
6/6/2016,Mixture,68.2
6/6/2016,Control,65.905
6/6/2016,Control,68.265
6/6/2016,Control,59.982
6/6/2016,Control,59.567
6/6/2016,Control,50.19
6/6/2016,Control,46.353
6/6/2016,Hairy_Vetch,33.596
6/6/2016,Hairy_Vetch,31.175
6/6/2016,Hairy_Vetch,25.148
6/6/2016,Hairy_Vetch,26.858
6/6/2016,Hairy_Vetch,29.05
6/6/2016,Hairy_Vetch,30.894
6/28/2016,Hairy_Vetch,62.707
6/28/2016,Hairy_Vetch,66.887
6/28/2016,Hairy_Vetch,71.164
6/28/2016,Hairy_Vetch,83.768
6/28/2016,Hairy_Vetch,83.171
6/28/2016,Hairy_Vetch,75.185
6/28/2016,Mixture,82.79
6/28/2016,Mixture,70.681
6/28/2016,Mixture,80.894
6/28/2016,Mixture,81
6/28/2016,Mixture,77.045
6/28/2016,Mixture,74.469
6/28/2016,Control,105.162
6/28/2016,Control,97.308
6/28/2016,Control,106.009
6/28/2016,Control,85
6/28/2016,Control,100.065
6/28/2016,Control,92.948
6/28/2016,Cereal_Rye,73.06
6/28/2016,Cereal_Rye,69.46
6/28/2016,Cereal_Rye,71.166
6/28/2016,Cereal_Rye,87.562
6/28/2016,Cereal_Rye,89.6
6/28/2016,Cereal_Rye,83.47
6/28/2016,Control,63.952
6/28/2016,Control,70.881
6/28/2016,Control,61.294
6/28/2016,Control,55.692
6/28/2016,Control,54.982
6/28/2016,Control,56.417
6/28/2016,Cereal_Rye,75.921
6/28/2016,Cereal_Rye,75.249
6/28/2016,Cereal_Rye,77.547
6/28/2016,Cereal_Rye,74.991
6/28/2016,Cereal_Rye,73.639
6/28/2016,Cereal_Rye,66.745
6/28/2016,Hairy_Vetch,59.093
6/28/2016,Hairy_Vetch,68.75
6/28/2016,Hairy_Vetch,67.477
6/28/2016,Hairy_Vetch,63.739
6/28/2016,Hairy_Vetch,70.578
6/28/2016,Hairy_Vetch,78.409
6/28/2016,Mixture,97.445
6/28/2016,Mixture,77.017
6/28/2016,Mixture,74.062
6/28/2016,Mixture,67.505
6/28/2016,Mixture,65.462
6/28/2016,Mixture,57.173
6/28/2016,Cereal_Rye,54.584
6/28/2016,Cereal_Rye,54.216
6/28/2016,Cereal_Rye,74.285
6/28/2016,Cereal_Rye,62.557
6/28/2016,Cereal_Rye,69.397
6/28/2016,Cereal_Rye,67.521
6/28/2016,Mixture,80.44
6/28/2016,Mixture,78.608
6/28/2016,Mixture,83.439
6/28/2016,Mixture,82.464
6/28/2016,Mixture,86.417
6/28/2016,Mixture,81.898
6/28/2016,Control,77.805
6/28/2016,Control,49.758
6/28/2016,Control,52.537
6/28/2016,Control,35.289
6/28/2016,Control,36.432
6/28/2016,Control,34.509
6/28/2016,Hairy_Vetch,43.505
6/28/2016,Hairy_Vetch,42.79
6/28/2016,Hairy_Vetch,40.049
6/28/2016,Hairy_Vetch,31.854
6/28/2016,Hairy_Vetch,37.865
6/28/2016,Hairy_Vetch,37.93
8/1/2016,Hairy_Vetch,45.337
8/1/2016,Hairy_Vetch,47.288
8/1/2016,Hairy_Vetch,48.318
8/1/2016,Hairy_Vetch,53.319
8/1/2016,Hairy_Vetch,59.306
8/1/2016,Hairy_Vetch,59.858
8/1/2016,Mixture,42.023
8/1/2016,Mixture,47.291
8/1/2016,Mixture,43.573
8/1/2016,Mixture,62.572
8/1/2016,Mixture,53.902
8/1/2016,Mixture,57.533
8/1/2016,Control,68.321
8/1/2016,Control,69.554
8/1/2016,Control,69.933
8/1/2016,Control,65.146
8/1/2016,Control,59.539
8/1/2016,Control,61.677
8/1/2016,Cereal_Rye,66.69
8/1/2016,Cereal_Rye,67.825
8/1/2016,Cereal_Rye,62.893
8/1/2016,Cereal_Rye,82.072
8/1/2016,Cereal_Rye,67.887
8/1/2016,Cereal_Rye,78.802
8/1/2016,Control,49.423
8/1/2016,Control,58.99
8/1/2016,Control,42.375
8/1/2016,Control,69.013
8/1/2016,Control,65.535
8/1/2016,Control,68.205
8/1/2016,Cereal_Rye,68.26
8/1/2016,Cereal_Rye,71.97
8/1/2016,Cereal_Rye,77.547
8/1/2016,Cereal_Rye,82.448
8/1/2016,Cereal_Rye,78.525
8/1/2016,Cereal_Rye,77.285
8/1/2016,Hairy_Vetch,78.189
8/1/2016,Hairy_Vetch,88.135
8/1/2016,Hairy_Vetch,77.889
8/1/2016,Hairy_Vetch,81.811
8/1/2016,Hairy_Vetch,82.866
8/1/2016,Hairy_Vetch,87.74
8/1/2016,Mixture,83.362
8/1/2016,Mixture,75.955
8/1/2016,Mixture,86.796
8/1/2016,Mixture,78.59
8/1/2016,Mixture,76.775
8/1/2016,Mixture,57.211
8/1/2016,Cereal_Rye,37.917
8/1/2016,Cereal_Rye,42.228
8/1/2016,Cereal_Rye,37.101
8/1/2016,Cereal_Rye,48.971
8/1/2016,Cereal_Rye,52.764
8/1/2016,Cereal_Rye,51.63
8/1/2016,Mixture,52.038
8/1/2016,Mixture,49.555
8/1/2016,Mixture,48.792
8/1/2016,Mixture,58.833
8/1/2016,Mixture,61.492
8/1/2016,Mixture,55.038
8/1/2016,Control,56.839
8/1/2016,Control,56.947
8/1/2016,Control,54.616
8/1/2016,Control,44.527
8/1/2016,Control,45.986
8/1/2016,Control,46.005
8/1/2016,Hairy_Vetch,38.639
8/1/2016,Hairy_Vetch,34.006
8/1/2016,Hairy_Vetch,34.307
8/1/2016,Hairy_Vetch,31.147
8/1/2016,Hairy_Vetch,35.527
8/1/2016,Hairy_Vetch,35.334
9/23/2016,Hairy_Vetch,68.44619792
9/23/2016,Hairy_Vetch,63.45793542
9/23/2016,Hairy_Vetch,61.60541288
9/23/2016,Hairy_Vetch,71.53268884
9/23/2016,Hairy_Vetch,76.10239082
9/23/2016,Hairy_Vetch,83.6358422
9/23/2016,Mixture,82.61936219
9/23/2016,Mixture,81.1893952
9/23/2016,Mixture,64.35404956
9/23/2016,Mixture,82.34144805
9/23/2016,Mixture,77.47809911
9/23/2016,Mixture,79.47745148
9/23/2016,Control,98.36358643
9/23/2016,Control,99.8650631
9/23/2016,Control,76.4501294
9/23/2016,Control,93.24569261
9/23/2016,Control,92.53491016
9/23/2016,Control,86.75170972
9/23/2016,Cereal_Rye,91.64992969
9/23/2016,Cereal_Rye,86.92133316
9/23/2016,Cereal_Rye,95.17973736
9/23/2016,Cereal_Rye,91.46278774
9/23/2016,Cereal_Rye,112.4651279
9/23/2016,Cereal_Rye,103.483864
9/23/2016,Control,67.24825006
9/23/2016,Control,72.26894733
9/23/2016,Control,64.32558773
9/23/2016,Control,54.61242176
9/23/2016,Control,67.09325202
9/23/2016,Control,66.94166135
9/23/2016,Cereal_Rye,92.67187951
9/23/2016,Cereal_Rye,92.25813634
9/23/2016,Cereal_Rye,91.94851454
9/23/2016,Cereal_Rye,85.13127401
9/23/2016,Cereal_Rye,88.59666974
9/23/2016,Cereal_Rye,88.66879512
9/23/2016,Hairy_Vetch,82.63791389
9/23/2016,Hairy_Vetch,73.34114968
9/23/2016,Hairy_Vetch,84.0131051
9/23/2016,Hairy_Vetch,86.7565286
9/23/2016,Hairy_Vetch,77.69330386
9/23/2016,Hairy_Vetch,80.73432368
9/23/2016,Mixture,83.30320809
9/23/2016,Mixture,90.92571
9/23/2016,Mixture,85.5989103
9/23/2016,Mixture,85.2636397
9/23/2016,Mixture,85.71834516
9/23/2016,Mixture,86.17815774
9/23/2016,Cereal_Rye,95.90257516
9/23/2016,Cereal_Rye,94.65638895
9/23/2016,Cereal_Rye,96.080345
9/23/2016,Cereal_Rye,62.32912387
9/23/2016,Cereal_Rye,68.01853427
9/23/2016,Cereal_Rye,71.05871474
9/23/2016,Mixture,90.93875898
9/23/2016,Mixture,86.75055089
9/23/2016,Mixture,68.09592987
9/23/2016,Mixture,65.76984926
9/23/2016,Mixture,58.66625938
9/23/2016,Mixture,69.53782207
9/23/2016,Control,56.65552543
9/23/2016,Control,52.96165972
9/23/2016,Control,55.31769913
9/23/2016,Control,44.74029544
9/23/2016,Control,49.62606114
9/23/2016,Control,49.96082261
9/23/2016,Hairy_Vetch,41.80849989
9/23/2016,Hairy_Vetch,37.64108487
9/23/2016,Hairy_Vetch,37.60648831
9/23/2016,Hairy_Vetch,43.45812711
9/23/2016,Hairy_Vetch,43.59435298
9/23/2016,Hairy_Vetch,37.00023126
