DCD,Treatment,Activity
5/5/2016,Hairy_Vetch,0.753016285
5/5/2016,Hairy_Vetch,0.847106455
5/5/2016,Mixture,1.088998923
5/5/2016,Mixture,0.858722289
5/5/2016,Mixture,0.833461533
5/5/2016,Mixture,0.762570528
5/5/2016,Mixture,1.264634508
5/5/2016,Mixture,1.045780466
5/5/2016,Control,1.112263881
5/5/2016,Control,0.996293583
5/5/2016,Control,1.028149408
5/5/2016,Control,1.17865053
5/5/2016,Control,0.717121585
5/5/2016,Control,0.962304043
5/5/2016,Cereal_Rye,0.861453085
5/5/2016,Cereal_Rye,0.958373682
5/5/2016,Cereal_Rye,0.652848499
5/5/2016,Cereal_Rye,0.790900725
5/5/2016,Cereal_Rye,0.669485484
5/5/2016,Cereal_Rye,0.752922024
5/5/2016,Control,0.609513733
5/5/2016,Control,0.972263557
5/5/2016,Control,0.754574336
5/5/2016,Control,1.081781188
5/5/2016,Control,1.134148429
5/5/2016,Control,1.092943335
5/5/2016,Cereal_Rye,0.568397434
5/5/2016,Cereal_Rye,0.605408874
5/5/2016,Cereal_Rye,0.516652313
5/5/2016,Cereal_Rye,1.249130414
5/5/2016,Cereal_Rye,0.509581235
5/5/2016,Cereal_Rye,0.711206909
5/5/2016,Hairy_Vetch,0.275283445
5/5/2016,Hairy_Vetch,0.544093108
5/5/2016,Hairy_Vetch,0.351835247
5/5/2016,Hairy_Vetch,1.264613402
5/5/2016,Hairy_Vetch,0.818539821
5/5/2016,Hairy_Vetch,1.26279024
5/5/2016,Mixture,0.39815833
5/5/2016,Mixture,0.895288197
5/5/2016,Mixture,0.381817983
5/5/2016,Mixture,1.01874744
5/5/2016,Mixture,0.928483654
5/5/2016,Mixture,0.753666742
5/5/2016,Cereal_Rye,2.224129839
5/5/2016,Cereal_Rye,2.605794231
5/5/2016,Cereal_Rye,1.418264602
5/5/2016,Cereal_Rye,1.21632101
5/5/2016,Cereal_Rye,1.428990963
5/5/2016,Cereal_Rye,1.008511003
5/5/2016,Mixture,1.389025383
5/5/2016,Mixture,0.847335479
5/5/2016,Mixture,0.796458394
5/5/2016,Mixture,0.888461568
5/5/2016,Mixture,0.707436483
5/5/2016,Mixture,0.768172514
5/5/2016,Control,1.470735144
5/5/2016,Control,0.824865328
5/5/2016,Control,0.691246211
5/5/2016,Control,1.548272249
5/5/2016,Control,0.761915617
5/5/2016,Control,1.614988897
5/5/2016,Hairy_Vetch,1.298010972
5/5/2016,Hairy_Vetch,1.503229955
5/5/2016,Hairy_Vetch,1.479021516
5/5/2016,Hairy_Vetch,1.375439065
5/5/2016,Hairy_Vetch,1.661344565
5/5/2016,Hairy_Vetch,1.203138546
5/23/2016,Hairy_Vetch,2.7545
5/23/2016,Hairy_Vetch,3.019
5/23/2016,Hairy_Vetch,3.3544
5/23/2016,Hairy_Vetch,2.8716
5/23/2016,Hairy_Vetch,2.9155
5/23/2016,Hairy_Vetch,3.0353
5/23/2016,Mixture,3.5212
5/23/2016,Mixture,4.6005
5/23/2016,Mixture,4.2372
5/23/2016,Mixture,3.6088
5/23/2016,Mixture,4.1874
5/23/2016,Mixture,4.8948
5/23/2016,Control,7.6922
5/23/2016,Control,10.8417
5/23/2016,Control,7.2315
5/23/2016,Control,5.2186
5/23/2016,Control,3.1142
5/23/2016,Control,3.1967
5/23/2016,Cereal_Rye,3.7396
5/23/2016,Cereal_Rye,3.8108
5/23/2016,Cereal_Rye,3.391
5/23/2016,Cereal_Rye,3.2488
5/23/2016,Cereal_Rye,2.8831
5/23/2016,Cereal_Rye,3.2218
5/23/2016,Control,2.2688
5/23/2016,Control,2.1433
5/23/2016,Control,2.2467
5/23/2016,Control,2.4735
5/23/2016,Control,2.3951
5/23/2016,Control,2.3804
5/23/2016,Cereal_Rye,2.9211
5/23/2016,Cereal_Rye,2.72
5/23/2016,Cereal_Rye,2.9565
5/23/2016,Cereal_Rye,3.0797
5/23/2016,Cereal_Rye,3.2666
5/23/2016,Cereal_Rye,3.4341
5/23/2016,Hairy_Vetch,2.3277
5/23/2016,Hairy_Vetch,2.5732
5/23/2016,Hairy_Vetch,2.5054
5/23/2016,Hairy_Vetch,2.435
5/23/2016,Hairy_Vetch,2.6823
5/23/2016,Hairy_Vetch,2.2889
5/23/2016,Mixture,2.5945
5/23/2016,Mixture,2.3333
5/23/2016,Mixture,2.462
5/23/2016,Mixture,3.1704
5/23/2016,Mixture,2.4618
5/23/2016,Mixture,2.8347
5/23/2016,Cereal_Rye,2.8978
5/23/2016,Cereal_Rye,3.1966
5/23/2016,Cereal_Rye,2.7454
5/23/2016,Cereal_Rye,4.0929
5/23/2016,Cereal_Rye,3.5638
5/23/2016,Cereal_Rye,2.836
5/23/2016,Mixture,3.5259
5/23/2016,Mixture,3.2793
5/23/2016,Mixture,4.2116
5/23/2016,Mixture,3.193
5/23/2016,Mixture,3.1011
5/23/2016,Mixture,2.7163
5/23/2016,Control,2.1413
5/23/2016,Control,2.13
5/23/2016,Control,2.3918
5/23/2016,Control,1.9779
5/23/2016,Control,1.9977
5/23/2016,Control,1.697
5/23/2016,Hairy_Vetch,1.9323
5/23/2016,Hairy_Vetch,1.8887
5/23/2016,Hairy_Vetch,2.8802
5/23/2016,Hairy_Vetch,2.3553
5/23/2016,Hairy_Vetch,2.4903
5/23/2016,Hairy_Vetch,2.6149
6/6/2016,Hairy_Vetch,3.5286
6/6/2016,Hairy_Vetch,4.0082
6/6/2016,Hairy_Vetch,2.5648
6/6/2016,Hairy_Vetch,4.3258
6/6/2016,Hairy_Vetch,3.7829
6/6/2016,Hairy_Vetch,4.5043
6/6/2016,Mixture,6.2325
6/6/2016,Mixture,5.7289
6/6/2016,Mixture,4.7329
6/6/2016,Mixture,6.8564
6/6/2016,Mixture,9.2532
6/6/2016,Mixture,5.1136
6/6/2016,Control,3.9083
6/6/2016,Control,3.7962
6/6/2016,Control,4.3747
6/6/2016,Control,3.656
6/6/2016,Control,8.355
6/6/2016,Control,4.9341
6/6/2016,Cereal_Rye,5.4063
6/6/2016,Cereal_Rye,7.7457
6/6/2016,Cereal_Rye,4.247
6/6/2016,Cereal_Rye,5.2155
6/6/2016,Cereal_Rye,6.339
6/6/2016,Cereal_Rye,5.6763
6/6/2016,Control,3.5526
6/6/2016,Control,5.2982
6/6/2016,Control,3.6205
6/6/2016,Control,3.5264
6/6/2016,Control,3.7474
6/6/2016,Control,3.706
6/6/2016,Cereal_Rye,8.4072
6/6/2016,Cereal_Rye,6.9643
6/6/2016,Cereal_Rye,6.4867
6/6/2016,Cereal_Rye,5.196
6/6/2016,Cereal_Rye,4.7101
6/6/2016,Cereal_Rye,5.7048
6/6/2016,Hairy_Vetch,4.3941
6/6/2016,Hairy_Vetch,3.8579
6/6/2016,Hairy_Vetch,4.4004
6/6/2016,Hairy_Vetch,5.6906
6/6/2016,Hairy_Vetch,5.1569
6/6/2016,Hairy_Vetch,5.4032
6/6/2016,Mixture,5.7093
6/6/2016,Mixture,4.8594
6/6/2016,Mixture,3.7982
6/6/2016,Mixture,5.7718
6/6/2016,Mixture,5.5567
6/6/2016,Mixture,4.659
6/6/2016,Cereal_Rye,5.2816
6/6/2016,Cereal_Rye,4.2977
6/6/2016,Cereal_Rye,5.4594
6/6/2016,Cereal_Rye,4.2025
6/6/2016,Cereal_Rye,5.2753
6/6/2016,Cereal_Rye,5.3254
6/6/2016,Mixture,6.4662
6/6/2016,Mixture,5.7119
6/6/2016,Mixture,4.1548
6/6/2016,Mixture,5.3463
6/6/2016,Mixture,6.297
6/6/2016,Mixture,5.3158
6/6/2016,Control,4.6663
6/6/2016,Control,3.9694
6/6/2016,Control,3.3353
6/6/2016,Control,3.8962
6/6/2016,Control,3.024
6/6/2016,Control,3.8294
6/6/2016,Hairy_Vetch,2.3916
6/6/2016,Hairy_Vetch,2.2503
6/6/2016,Hairy_Vetch,3.5268
6/6/2016,Hairy_Vetch,2.1173
6/6/2016,Hairy_Vetch,2.4623
6/6/2016,Hairy_Vetch,1.9653
6/28/2016,Hairy_Vetch,2.1608
6/28/2016,Hairy_Vetch,2.5644
6/28/2016,Hairy_Vetch,2.6005
6/28/2016,Hairy_Vetch,2.6966
6/28/2016,Hairy_Vetch,3.9151
6/28/2016,Hairy_Vetch,2.3195
6/28/2016,Mixture,2.5521
6/28/2016,Mixture,2.7368
6/28/2016,Mixture,2.5589
6/28/2016,Mixture,2.8365
6/28/2016,Mixture,1.8297
6/28/2016,Mixture,2.6866
6/28/2016,Control,0.7734
6/28/2016,Control,0.6598
6/28/2016,Control,0.3138
6/28/2016,Control,2.1273
6/28/2016,Control,3.1216
6/28/2016,Control,2.2148
6/28/2016,Cereal_Rye,2.0759
6/28/2016,Cereal_Rye,2.9529
6/28/2016,Cereal_Rye,2.5279
6/28/2016,Cereal_Rye,3.8398
6/28/2016,Cereal_Rye,2.3898
6/28/2016,Cereal_Rye,3.0646
6/28/2016,Control,2.6066
6/28/2016,Control,2.5376
6/28/2016,Control,2.7292
6/28/2016,Control,2.546
6/28/2016,Control,2.3808
6/28/2016,Control,1.7373
6/28/2016,Cereal_Rye,2.3798
6/28/2016,Cereal_Rye,2.7705
6/28/2016,Cereal_Rye,2.9324
6/28/2016,Cereal_Rye,2.7012
6/28/2016,Cereal_Rye,3.3032
6/28/2016,Cereal_Rye,2.4811
6/28/2016,Hairy_Vetch,1.0849
6/28/2016,Hairy_Vetch,2.2797
6/28/2016,Hairy_Vetch,2.0826
6/28/2016,Hairy_Vetch,2.4901
6/28/2016,Hairy_Vetch,2.6748
6/28/2016,Hairy_Vetch,2.6955
6/28/2016,Mixture,2.4867
6/28/2016,Mixture,2.5706
6/28/2016,Mixture,2.8456
6/28/2016,Mixture,2.1523
6/28/2016,Mixture,2.4638
6/28/2016,Mixture,1.427
6/28/2016,Cereal_Rye,2.1123
6/28/2016,Cereal_Rye,1.8171
6/28/2016,Cereal_Rye,2.9431
6/28/2016,Cereal_Rye,1.3257
6/28/2016,Cereal_Rye,1.8448
6/28/2016,Cereal_Rye,1.2998
6/28/2016,Mixture,2.5661
6/28/2016,Mixture,3.0508
6/28/2016,Mixture,3.0462
6/28/2016,Mixture,2.2744
6/28/2016,Mixture,2.5918
6/28/2016,Mixture,2.8199
6/28/2016,Control,2.7595
6/28/2016,Control,1.7766
6/28/2016,Control,2.2619
6/28/2016,Control,1.2173
6/28/2016,Control,1.6329
6/28/2016,Control,1.2758
6/28/2016,Hairy_Vetch,2.2327
6/28/2016,Hairy_Vetch,2.0546
6/28/2016,Hairy_Vetch,2.1909
6/28/2016,Hairy_Vetch,2.0502
6/28/2016,Hairy_Vetch,2.1126
6/28/2016,Hairy_Vetch,1.291
8/1/2016,Hairy_Vetch,2.5984
8/1/2016,Hairy_Vetch,2.1783
8/1/2016,Hairy_Vetch,2.9003
8/1/2016,Hairy_Vetch,3.42
8/1/2016,Hairy_Vetch,3.3113
8/1/2016,Hairy_Vetch,3.1922
8/1/2016,Mixture,2.6478
8/1/2016,Mixture,2.1561
8/1/2016,Mixture,2.6049
8/1/2016,Mixture,4.1909
8/1/2016,Mixture,3.2732
8/1/2016,Mixture,3.2149
8/1/2016,Control,3.3824
8/1/2016,Control,1.9526
8/1/2016,Control,2.3469
8/1/2016,Control,2.6894
8/1/2016,Control,2.3309
8/1/2016,Control,2.5706
8/1/2016,Cereal_Rye,2.6862
8/1/2016,Cereal_Rye,2.8214
8/1/2016,Cereal_Rye,3.0398
8/1/2016,Cereal_Rye,2.8744
8/1/2016,Cereal_Rye,2.8554
8/1/2016,Cereal_Rye,2.9283
8/1/2016,Control,2.4701
8/1/2016,Control,2.1231
8/1/2016,Control,2.2907
8/1/2016,Control,1.8865
8/1/2016,Control,2.3703
8/1/2016,Control,2.2007
8/1/2016,Cereal_Rye,2.5324
8/1/2016,Cereal_Rye,2.7064
8/1/2016,Cereal_Rye,2.901
8/1/2016,Cereal_Rye,2.937
8/1/2016,Cereal_Rye,2.8167
8/1/2016,Cereal_Rye,2.8341
8/1/2016,Hairy_Vetch,2.8199
8/1/2016,Hairy_Vetch,2.3674
8/1/2016,Hairy_Vetch,3.0033
8/1/2016,Hairy_Vetch,2.5175
8/1/2016,Hairy_Vetch,2.6571
8/1/2016,Hairy_Vetch,2.6662
8/1/2016,Mixture,2.9954
8/1/2016,Mixture,2.4776
8/1/2016,Mixture,3.4218
8/1/2016,Mixture,2.6604
8/1/2016,Mixture,2.9243
8/1/2016,Mixture,2.491
8/1/2016,Cereal_Rye,2.4223
8/1/2016,Cereal_Rye,1.9261
8/1/2016,Cereal_Rye,2.2051
8/1/2016,Cereal_Rye,1.8729
8/1/2016,Cereal_Rye,1.6491
8/1/2016,Cereal_Rye,1.7142
8/1/2016,Mixture,2.2308
8/1/2016,Mixture,2.6251
8/1/2016,Mixture,1.8362
8/1/2016,Mixture,2.0875
8/1/2016,Mixture,2.77
8/1/2016,Mixture,2.2906
8/1/2016,Control,2.0233
8/1/2016,Control,2.2306
8/1/2016,Control,1.796
8/1/2016,Control,1.3339
8/1/2016,Control,1.4189
8/1/2016,Control,1.8967
8/1/2016,Hairy_Vetch,1.5894
8/1/2016,Hairy_Vetch,1.7027
8/1/2016,Hairy_Vetch,1.6876
8/1/2016,Hairy_Vetch,1.2193
8/1/2016,Hairy_Vetch,1.4049
8/1/2016,Hairy_Vetch,1.5943
9/23/2016,Hairy_Vetch,2.1532
9/23/2016,Hairy_Vetch,2.6518
9/23/2016,Hairy_Vetch,1.982
9/23/2016,Hairy_Vetch,2.7239
9/23/2016,Hairy_Vetch,2.3659
9/23/2016,Hairy_Vetch,2.7616
9/23/2016,Mixture,2.3342
9/23/2016,Mixture,1.9958
9/23/2016,Mixture,2.4171
9/23/2016,Mixture,2.5417
9/23/2016,Mixture,2.8255
9/23/2016,Mixture,2.6063
9/23/2016,Control,2.1223
9/23/2016,Control,2.0926
9/23/2016,Control,1.8241
9/23/2016,Control,2.0679
9/23/2016,Control,2.1413
9/23/2016,Control,2.3238
9/23/2016,Cereal_Rye,2.3081
9/23/2016,Cereal_Rye,2.6275
9/23/2016,Cereal_Rye,2.3747
9/23/2016,Cereal_Rye,2.2365
9/23/2016,Cereal_Rye,2.6432
9/23/2016,Cereal_Rye,2.2403
9/23/2016,Control,2.7669
9/23/2016,Control,2.2859
9/23/2016,Control,2.3787
9/23/2016,Control,1.3677
9/23/2016,Control,2.2295
9/23/2016,Control,1.2043
9/23/2016,Cereal_Rye,2.2475
9/23/2016,Cereal_Rye,2.0528
9/23/2016,Cereal_Rye,2.2566
9/23/2016,Cereal_Rye,2.8135
9/23/2016,Cereal_Rye,2.3174
9/23/2016,Cereal_Rye,2.1913
9/23/2016,Hairy_Vetch,2.1911
9/23/2016,Hairy_Vetch,2.4307
9/23/2016,Hairy_Vetch,2.0263
9/23/2016,Hairy_Vetch,2.1938
9/23/2016,Hairy_Vetch,2.1385
9/23/2016,Hairy_Vetch,2.2161
9/23/2016,Mixture,2.6735
9/23/2016,Mixture,2.3083
9/23/2016,Mixture,2.473
9/23/2016,Mixture,2.4203
9/23/2016,Mixture,2.3756
9/23/2016,Mixture,2.5441
9/23/2016,Cereal_Rye,2.1249
9/23/2016,Cereal_Rye,2.7012
9/23/2016,Cereal_Rye,2.2426
9/23/2016,Cereal_Rye,2.6078
9/23/2016,Cereal_Rye,2.2263
9/23/2016,Cereal_Rye,2.2503
9/23/2016,Mixture,2.4966
9/23/2016,Mixture,2.8888
9/23/2016,Mixture,2.0501
9/23/2016,Mixture,3.2373
9/23/2016,Mixture,2.289
9/23/2016,Mixture,2.5395
9/23/2016,Control,1.3328
9/23/2016,Control,2.6829
9/23/2016,Control,2.0089
9/23/2016,Control,1.8071
9/23/2016,Control,1.7375
9/23/2016,Control,1.4601
9/23/2016,Hairy_Vetch,1.9295
9/23/2016,Hairy_Vetch,2.1508
9/23/2016,Hairy_Vetch,1.9197
9/23/2016,Hairy_Vetch,1.3093
9/23/2016,Hairy_Vetch,1.5753
9/23/2016,Hairy_Vetch,1.3911
